StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,1_Q9,1_Q10,1_Q11_1,1_Q11_2,2_Q9,2_Q10,2_Q11_1,2_Q11_2,3_Q9,3_Q10,3_Q11_1,3_Q11_2,4_Q9,4_Q10,4_Q11_1,4_Q11_2,5_Q9,5_Q10,5_Q11_1,5_Q11_2,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q22,Q23,Q24,Q25,Q26,Q28,IP_block,IP_country,choice1_popsize1,choice1_popsize2,choice1__racethndemo1,choice1__racethndemo2,choice1_politics1,choice1_politics2,choice1_housingprice1,choice1_housingprice2,choice1_weather1,choice1_weather2,choice1_distfamily1,choice1_distfamily2,choice1_crime1,choice1_crime2,choice2_popsize1,choice2_popsize2,choice2__racethndemo1,choice2__racethndemo2,choice2_politics1,choice2_politics2,choice2_housingprice1,choice2_housingprice2,choice2_weather1,choice2_weather2,choice2_distfamily1,choice2_distfamily2,choice2_crime1,choice2_crime2,choice3_popsize1,choice3_popsize2,choice3__racethndemo1,choice3__racethndemo2,choice3_politics1,choice3_politics2,choice3_housingprice1,choice3_housingprice2,choice3_weather1,choice3_weather2,choice3_distfamily1,choice3_distfamily2,choice3_crime1,choice3_crime2,choice4_popsize1,choice4_popsize2,choice4__racethndemo1,choice4__racethndemo2,choice4_politics1,choice4_politics2,choice4_housingprice1,choice4_housingprice2,choice4_weather1,choice4_weather2,choice4_distfamily1,choice4_distfamily2,choice4_crime1,choice4_crime2,choice5_popsize1,choice5_popsize2,choice5__racethndemo1,choice5__racethndemo2,choice5_politics1,choice5_politics2,choice5_housingprice1,choice5_housingprice2,choice5_weather1,choice5_weather2,choice5_distfamily1,choice5_distfamily2,choice5_crime1,choice5_crime2,Random_ID
2022-01-04 15:02:21,2022-01-04 15:12:27,IP Address,172.15.49.231,100,606,True,2022-01-04 15:12:27,R_301qOrNDjZmjgIk,,,,,32.6204986572265625,-90.006103515625,anonymous,EN,I wish to participate,,City 1,City 1,6,4,City 2,City 1,7,3,City 1,City 1,6,3,City 2,City 1,6,2,City 1,City 1,7,5,11,lobster,Very Interested,Female,58,Average,Black,Been single for more than 2 years,Some college but no degree,,"$20,000-$29,999",Neutral,Positive,Somewhat Negative,Strong Democrat,Liberal,A city that is crime free and employment can be found.,0,United States,"50,000","50,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,national average,Snowy,Sunny,0-2.9 hour drive,10+ hour drive,above national average,below national average,"100,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,above national average,national average,Cloudy,Cloudy,10+ hour drive,3-5.9 hour drive,below national average,below national average,"1,000,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Snowy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,above national average,above national average,"500,000","500,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Cloudy,Rainy,10+ hour drive,3-5.9 hour drive,national average,national average,"50,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Sunny,Sunny,0-2.9 hour drive,3-5.9 hour drive,above national average,above national average,62042
2022-01-04 14:54:35,2022-01-04 15:13:11,IP Address,208.203.208.97,100,1115,True,2022-01-04 15:13:11,R_2PbsxjjrvFe0dMS,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,I wish to participate,,City 1,City 2,8,7,City 1,City 1,9,8,City 1,City 2,8,7,City 1,City 1,8,7,City 1,City 1,9,7,11,lobster,Somewhat Interested,Male,30,Above Average,White,In a relationship,Bachelor's degree,,"$30,000-$39,999",Somewhat Positive,Somewhat Negative,Somewhat Negative,Lean Democrat,Liberal,The housing price and city population should be less. The city should be safe from criminals. Also it should include a theme park.,0,United States,"500,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,national average,Rainy,Rainy,10+ hour drive,6-9.9 hour drive,below national average,national average,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Rainy,3-5.9 hour drive,10+ hour drive,below national average,below national average,"50,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,national average,Rainy,Sunny,10+ hour drive,3-5.9 hour drive,below national average,below national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,national average,Cloudy,Sunny,0-2.9 hour drive,10+ hour drive,below national average,above national average,"100,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,national average,Snowy,Cloudy,0-2.9 hour drive,10+ hour drive,national average,above national average,92145
2022-01-04 15:05:50,2022-01-04 15:13:16,IP Address,64.67.15.223,100,446,True,2022-01-04 15:13:17,R_290J5tExWBpzPe2,,,,,40.502197265625,-75.70149993896484375,anonymous,EN,I wish to participate,,City 1,City 1,9,1,City 2,City 2,2,8,City 1,City 1,7,0,City 2,City 1,6,8,City 1,City 1,9,1,11,lobster,Not Very Interested,Male,26,Above Average,Black,Married,Bachelor's degree,,"$50,000-$59,999",Neutral,Somewhat Positive,Somewhat Negative,Independent/Other,Somewhat Liberal,"Diversity, and a wide range of things to do around town that are not simplistic and non cultured.",0,United States,"50,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Cloudy,Cloudy,6-9.9 hour drive,3-5.9 hour drive,national average,national average,"50,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Snowy,3-5.9 hour drive,10+ hour drive,above national average,below national average,"50,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Cloudy,Rainy,0-2.9 hour drive,10+ hour drive,national average,above national average,"1,000,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Sunny,10+ hour drive,6-9.9 hour drive,national average,national average,"1,000,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,below national average,Cloudy,Rainy,10+ hour drive,6-9.9 hour drive,national average,national average,71837
2022-01-04 15:05:53,2022-01-04 15:14:04,IP Address,75.177.130.119,100,491,True,2022-01-04 15:14:05,R_1rMvyRaOt7TSFZc,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,I wish to participate,,City 1,City 1,4,3,City 1,City 2,4,4,City 1,City 1,3,1,City 2,City 1,4,2,City 1,City 1,4,2,11,lobster,Somewhat Interested,Male,52,Average,White,Been single for more than 2 years,Some college but no degree,,"$40,000-$49,999",Somewhat Positive,Somewhat Positive,Somewhat Negative,Independent/Other,Moderate,I like a city with an extensive park system because being outdoors is important to me. It is important for mental health and well being to be able to spend time outdoors. I like a reasonable cost of living . Some cities have ridiculous housing prices.,0,United States,"1,000,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Cloudy,Snowy,0-2.9 hour drive,0-2.9 hour drive,below national average,below national average,"500,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Rainy,Cloudy,6-9.9 hour drive,10+ hour drive,above national average,below national average,"50,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Sunny,10+ hour drive,6-9.9 hour drive,below national average,above national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Rainy,Rainy,10+ hour drive,3-5.9 hour drive,above national average,national average,"500,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Rainy,Rainy,6-9.9 hour drive,10+ hour drive,below national average,above national average,41047
2022-01-04 15:14:00,2022-01-04 15:18:05,IP Address,75.97.176.197,100,244,True,2022-01-04 15:18:05,R_1cTvzkmVLAMktH3,,,,,41.0106048583984375,-76.4441986083984375,anonymous,EN,I wish to participate,,City 2,City 2,3,3,City 2,City 2,1,3,City 1,City 2,3,1,City 1,City 1,2,1,City 2,City 2,2,1,11,lobster,Very Interested,Male,37,Above Average,White,In a relationship,Doctorate degree,,"$100,000+",Neutral,Somewhat Positive,Very Negative,Strong Democrat,Very Liberal,"Distance to the workplace, traffic congestion, parks, crime rate, local politics, cost-of-living. ",0,United States,"500,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Sunny,Sunny,10+ hour drive,10+ hour drive,below national average,below national average,"1,000,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Sunny,Sunny,3-5.9 hour drive,3-5.9 hour drive,below national average,below national average,"1,000,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Sunny,Rainy,0-2.9 hour drive,6-9.9 hour drive,above national average,above national average,"500,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Rainy,Snowy,0-2.9 hour drive,10+ hour drive,above national average,national average,"100,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Cloudy,Snowy,6-9.9 hour drive,3-5.9 hour drive,below national average,above national average,59877
2022-01-04 15:21:07,2022-01-04 15:24:02,IP Address,71.225.142.79,100,175,True,2022-01-04 15:24:03,R_2XaZB4EQdViB0m1,,,,,39.9792022705078125,-75.127899169921875,anonymous,EN,I wish to participate,,City 1,City 1,5,2,City 2,City 2,,7,City 1,City 1,6,3,City 1,City 1,4,2,City 2,City 2,5,7,11,lobster,Not Very Interested,Male,27,Somewhat Above Average,White,In a relationship,Bachelor's degree,,"$60,000-$69,999",Somewhat Negative,Somewhat Positive,Somewhat Negative,Lean Democrat,Liberal,"Size, distance to family, crime rate, housing prices",0,United States,"500,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,national average,Sunny,Cloudy,3-5.9 hour drive,3-5.9 hour drive,above national average,above national average,"50,000","500,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,below national average,Sunny,Snowy,0-2.9 hour drive,3-5.9 hour drive,national average,below national average,"1,000,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Snowy,Rainy,10+ hour drive,10+ hour drive,below national average,below national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Sunny,Rainy,3-5.9 hour drive,3-5.9 hour drive,national average,above national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,national average,Sunny,Snowy,3-5.9 hour drive,10+ hour drive,national average,national average,43888
2022-01-04 15:24:53,2022-01-04 15:28:33,IP Address,71.254.204.156,100,220,True,2022-01-04 15:28:34,R_seawa2b77W7qHlf,,,,,40.178802490234375,-77.00469970703125,anonymous,EN,I wish to participate,,City 2,City 1,2,1,City 2,City 2,0,1,City 1,City 1,2,1,City 2,City 2,0,0,City 2,City 2,0,1,11,lobster,Very Interested,Female,54,Far Below Average,Other,In a relationship,Bachelor's degree,,"$10,000-$19,999",Negative,Negative,Very Negative,Independent/Other,Very Liberal,"the political makeup, the costs, the size",0,United States,"1,000,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Rainy,Sunny,6-9.9 hour drive,6-9.9 hour drive,above national average,below national average,"500,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Snowy,Rainy,0-2.9 hour drive,6-9.9 hour drive,above national average,below national average,"50,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,above national average,Rainy,Rainy,3-5.9 hour drive,10+ hour drive,national average,above national average,"500,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Cloudy,Rainy,10+ hour drive,10+ hour drive,national average,below national average,"50,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Cloudy,Sunny,10+ hour drive,10+ hour drive,national average,national average,80522
2022-01-04 15:33:45,2022-01-04 15:34:18,IP Address,196.17.65.17,100,33,True,2022-01-04 15:34:18,R_e3WcIGX9PDeX2Fj,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 15:34:21,2022-01-04 15:34:36,Spam,196.17.65.17,100,14,True,2022-01-04 15:34:36,R_2czxcqGgbZ0betJ,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 15:31:01,2022-01-04 15:35:49,IP Address,76.188.236.153,100,288,True,2022-01-04 15:35:49,R_307vKChWHn8L1nw,,,,,41.2306976318359375,-80.4539031982421875,anonymous,EN,I wish to participate,,City 2,City 1,4,1,City 2,City 2,3,8,City 2,City 1,7,4,City 1,City 1,8,2,City 1,City 1,6,3,11,lobster,Not Very Interested,Male,33,Somewhat Below Average,White,Been single for under 1 year,Associate degree,,"$20,000-$29,999",Positive,Positive,Very Negative,Lean Democrat,Liberal,Low crime and average-to-low housing prices are essential for me when considering where to move. The population size doesn't matter to me either way.,0,United States,"500,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Rainy,Cloudy,10+ hour drive,6-9.9 hour drive,above national average,below national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,national average,Cloudy,Cloudy,3-5.9 hour drive,3-5.9 hour drive,below national average,below national average,"500,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,national average,Rainy,Cloudy,10+ hour drive,0-2.9 hour drive,above national average,national average,"500,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Sunny,Rainy,3-5.9 hour drive,0-2.9 hour drive,below national average,above national average,"100,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,above national average,Sunny,Snowy,3-5.9 hour drive,0-2.9 hour drive,below national average,national average,89795
2022-01-04 15:19:49,2022-01-04 15:37:54,IP Address,68.43.95.173,100,1084,True,2022-01-04 15:37:54,R_1d0jpdyTo8KzzRC,,,,,42.238494873046875,-83.1782989501953125,anonymous,EN,I wish to participate,,City 1,City 1,5,5,City 1,City 2,5,5,City 1,City 1,7,5,City 1,City 2,5,6,City 2,City 2,5,7,11,lobster,Somewhat Interested,Female,40,Above Average,White,Been single for under 1 year,Bachelor's degree,,"$80,000-$99,999",Somewhat Positive,Positive,Neutral,Lean Democrat,Somewhat Liberal,"location of employer, crime rates",0,United States,"100,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Rainy,Cloudy,0-2.9 hour drive,6-9.9 hour drive,above national average,above national average,"500,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,below national average,Cloudy,Snowy,6-9.9 hour drive,0-2.9 hour drive,national average,above national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,national average,Snowy,Rainy,0-2.9 hour drive,10+ hour drive,national average,national average,"50,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Cloudy,Snowy,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Sunny,Snowy,10+ hour drive,6-9.9 hour drive,below national average,national average,72666
