StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q5,1_Q9,2_Q9,3_Q9,4_Q9,5_Q9,6_Q9,7_Q9,8_Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_11_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q26,IP_block,IP_country,choice1_salary1,choice1_salary2,choice1_race1,choice1_race2,choice1_party1,choice1_party2,choice1_personality1,choice1_personality2,choice1_attractive1,choice1_attractive2,choice1_education1,choice1_education2,choice1_interestpoli1,choice1_interestpoli2,choice1_religiosity1,choice1_religiosity2,choice2_salary1,choice2_salary2,choice2_race1,choice2_race2,choice2_party1,choice2_party2,choice2_personality1,choice2_personality2,choice2_attractive1,choice2_attractive2,choice2_education1,choice2_education2,choice2_interestpoli1,choice2_interestpoli2,choice2_religiosity1,choice2_religiosity2,choice3_salary1,choice3_salary2,choice3_race1,choice3_race2,choice3_party1,choice3_party2,choice3_personality1,choice3_personality2,choice3_attractive1,choice3_attractive2,choice3_education1,choice3_education2,choice3_interestpoli1,choice3_interestpoli2,choice3_religiosity1,choice3_religiosity2,choice4_salary1,choice4_salary2,choice4_race1,choice4_race2,choice4_party1,choice4_party2,choice4_personality1,choice4_personality2,choice4_attractive1,choice4_attractive2,choice4_education1,choice4_education2,choice4_interestpoli1,choice4_interestpoli2,choice4_religiosity1,choice4_religiosity2,choice5_salary1,choice5_salary2,choice5_race1,choice5_race2,choice5_party1,choice5_party2,choice5_personality1,choice5_personality2,choice5_attractive1,choice5_attractive2,choice5_education1,choice5_education2,choice5_interestpoli1,choice5_interestpoli2,choice5_religiosity1,choice5_religiosity2,choice6_salary1,choice6_salary2,choice6_race1,choice6_race2,choice6_party1,choice6_party2,choice6_personality1,choice6_personality2,choice6_attractive1,choice6_attractive2,choice6_education1,choice6_education2,choice6_interestpoli1,choice6_interestpoli2,choice6_religiosity1,choice6_religiosity2,choice7_salary1,choice7_salary2,choice7_race1,choice7_race2,choice7_party1,choice7_party2,choice7_personality1,choice7_personality2,choice7_attractive1,choice7_attractive2,choice7_education1,choice7_education2,choice7_interestpoli1,choice7_interestpoli2,choice7_religiosity1,choice7_religiosity2,choice8_salary1,choice8_salary2,choice8_race1,choice8_race2,choice8_party1,choice8_party2,choice8_personality1,choice8_personality2,choice8_attractive1,choice8_attractive2,choice8_education1,choice8_education2,choice8_interestpoli1,choice8_interestpoli2,choice8_religiosity1,choice8_religiosity2,Random_ID
2022-01-04 15:13:22,2022-01-04 15:13:44,Spam,147.124.213.166,100,21,True,2022-01-04 15:13:44,R_2R4iw9griIBoigs,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,0.800000011920928955078125,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 14:52:03,2022-01-04 15:18:35,IP Address,76.180.67.64,100,1591,True,2022-01-04 15:18:35,R_3mdzmxtdbMUb37S,,,,,42.9297027587890625,-78.74340057373046875,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,Person 2,Person 1,9,Very Interested,tardigrade,Male,33,White,Been single for more than 2 years,Not Religious,Some college but no degree,,"$40,000-$49,999",Somewhat Negative,Neutral,Very Negative,Strong Democrat,Very Liberal,"Their openness to new ideas and ability to empathize with other people.  They don't have to hit a sort of high attractiveness level, but do need to take care of themselves and would enjoy doing outdoor or physical activities together. ",0,United States,"$100,000","$75,000",Black,Asian,Democrat,Republican,shy,shy,6/10,10/10,Some College,Vocational Training,high,low,very religious,very religious,"$75,000","$100,000",Black,White,Democrat,Independent,shy,out-going,4/10,10/10,Graduate Degree,Graduate Degree,low,high,very religious,somewhat religious,"$100,000","$100,000",Black,White,Republican,Independent,shy,out-going,4/10,10/10,Some College,Vocational Training,medium,high,very religious,very religious,"$50,000","$100,000",Black,Hispanic,Democrat,Independent,shy,shy,10/10,4/10,Bachelor's College Degree,Some College,low,low,somewhat religious,non-religious,"$50,000","$75,000",White,Hispanic,Independent,Democrat,out-going,out-going,6/10,8/10,Vocational Training,Graduate Degree,low,medium,non-religious,very religious,"$75,000","$25,000",Asian,Hispanic,Republican,Republican,out-going,out-going,4/10,6/10,Some College,Vocational Training,medium,medium,very religious,very religious,"$25,000","$25,000",Black,Black,Republican,Democrat,shy,shy,10/10,10/10,Graduate Degree,Bachelor's College Degree,high,low,non-religious,very religious,"$75,000","$100,000",White,Hispanic,Democrat,Republican,shy,shy,4/10,6/10,Graduate Degree,Bachelor's College Degree,low,medium,somewhat religious,very religious,71721
2022-01-04 15:01:34,2022-01-04 15:19:35,IP Address,73.181.67.85,100,1081,True,2022-01-04 15:19:36,R_2w7zz4T9KCu2VPT,,,,,40.5377044677734375,-105.05460357666015625,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 1,Person 1,9,Very Interested,tardigrade,Female,30,White,Married,Not Religious,Master’s degree,,"$50,000-$59,999",Neutral,Very Positive,Very Negative,Strong Democrat,Very Liberal,"I think political opinions are important and I also think religious beliefs are important. I think if you disagree politically and religiously, that can cause a lot of resentment in relationships. I also think it's important to find the person somewhat physically attractive",0,United States,"$75,000","$75,000",White,White,Democrat,Republican,shy,out-going,10/10,6/10,Graduate Degree,Some College,low,low,very religious,somewhat religious,"$25,000","$75,000",Black,Hispanic,Democrat,Republican,out-going,shy,10/10,6/10,Vocational Training,Vocational Training,low,high,very religious,very religious,"$25,000","$25,000",White,Asian,Democrat,Democrat,out-going,shy,10/10,8/10,Graduate Degree,Some College,high,medium,non-religious,non-religious,"$100,000","$75,000",White,Asian,Independent,Democrat,out-going,shy,10/10,6/10,Graduate Degree,Graduate Degree,low,high,non-religious,very religious,"$50,000","$100,000",Hispanic,Asian,Democrat,Democrat,shy,shy,8/10,4/10,Bachelor's College Degree,Graduate Degree,medium,low,somewhat religious,non-religious,"$25,000","$100,000",Black,Black,Republican,Independent,out-going,out-going,6/10,8/10,Vocational Training,Some College,high,high,non-religious,non-religious,"$75,000","$50,000",White,Asian,Republican,Democrat,shy,shy,4/10,4/10,Graduate Degree,Graduate Degree,low,medium,somewhat religious,very religious,"$100,000","$25,000",White,Asian,Independent,Democrat,out-going,out-going,8/10,8/10,Vocational Training,Graduate Degree,medium,low,somewhat religious,non-religious,98843
2022-01-04 15:18:30,2022-01-04 15:20:40,IP Address,75.178.106.164,100,129,True,2022-01-04 15:20:40,R_10GZGg7OJEfyAja,,,,,35.4010009765625,-80.86879730224609375,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 1,Person 2,Person 1,Person 2,Person 1,Person 1,Person 2,9,Somewhat Interested,tardigrade,Male,32,White,Married,Very Religious,Bachelor’s degree,,"$80,000-$99,999",Very Positive,Negative,Somewhat Positive,Strong Democrat,Conservative,GOOD,0,United States,"$100,000","$50,000",White,White,Independent,Democrat,out-going,out-going,6/10,4/10,Graduate Degree,Vocational Training,low,medium,non-religious,non-religious,"$50,000","$50,000",Hispanic,Black,Democrat,Democrat,shy,out-going,10/10,10/10,Some College,Bachelor's College Degree,medium,high,somewhat religious,very religious,"$25,000","$100,000",Black,Asian,Republican,Democrat,out-going,out-going,4/10,4/10,Graduate Degree,Graduate Degree,high,low,very religious,non-religious,"$75,000","$75,000",Black,Black,Independent,Republican,shy,shy,6/10,10/10,Some College,Graduate Degree,low,medium,non-religious,non-religious,"$50,000","$100,000",Hispanic,Asian,Independent,Independent,shy,shy,10/10,10/10,Vocational Training,Vocational Training,medium,low,very religious,non-religious,"$25,000","$25,000",Asian,Black,Independent,Republican,shy,out-going,6/10,6/10,Some College,Vocational Training,high,low,very religious,non-religious,"$100,000","$25,000",Black,Asian,Independent,Independent,shy,shy,6/10,8/10,Graduate Degree,Graduate Degree,medium,medium,very religious,very religious,"$25,000","$75,000",Hispanic,Asian,Independent,Democrat,out-going,out-going,6/10,10/10,Graduate Degree,Graduate Degree,high,medium,non-religious,very religious,17062
2022-01-04 15:18:21,2022-01-04 15:21:33,IP Address,47.160.32.23,100,191,True,2022-01-04 15:21:33,R_3FVAjjK6jaNYjxV,,,,,33.10699462890625,-97.15979766845703125,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,9,Somewhat Interested,tardigrade,Male,38,White,Married,Very Religious,Bachelor’s degree,,"$80,000-$99,999",Somewhat Positive,Somewhat Negative,Somewhat Positive,Lean Republican,Very Conservative,"Kind, loving, caring, reliable, helpful, are not self-serving, attractive, same beliefs, a good listener, and willingness to work through issues",0,United States,"$25,000","$50,000",Hispanic,White,Democrat,Independent,out-going,shy,4/10,6/10,Some College,Graduate Degree,high,medium,non-religious,very religious,"$25,000","$25,000",White,Asian,Democrat,Democrat,out-going,shy,8/10,6/10,Graduate Degree,Some College,high,high,somewhat religious,somewhat religious,"$100,000","$75,000",Black,White,Democrat,Democrat,out-going,out-going,6/10,8/10,Vocational Training,Graduate Degree,high,high,very religious,somewhat religious,"$25,000","$75,000",Hispanic,White,Democrat,Republican,shy,shy,10/10,10/10,Vocational Training,Some College,low,medium,very religious,very religious,"$25,000","$50,000",Hispanic,Asian,Democrat,Democrat,out-going,shy,6/10,6/10,Some College,Vocational Training,medium,medium,non-religious,non-religious,"$50,000","$50,000",White,Hispanic,Republican,Independent,out-going,shy,6/10,8/10,Graduate Degree,Bachelor's College Degree,high,medium,non-religious,non-religious,"$75,000","$100,000",Asian,Black,Independent,Republican,out-going,out-going,8/10,6/10,Vocational Training,Graduate Degree,high,medium,non-religious,very religious,"$25,000","$100,000",Hispanic,Hispanic,Democrat,Independent,out-going,out-going,4/10,10/10,Graduate Degree,Vocational Training,medium,low,somewhat religious,somewhat religious,17015
2022-01-04 15:17:20,2022-01-04 15:23:43,IP Address,73.118.25.9,100,382,True,2022-01-04 15:23:43,R_1jYOtcXHRcksh3G,,,,,30.4170074462890625,-84.18499755859375,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 2,Person 2,Person 1,Person 1,Person 2,9,Somewhat Interested,tardigrade,Female,24,Asian,In a relationship,Not Religious,Bachelor’s degree,,"$30,000-$39,999",Neutral,Positive,Negative,Lean Democrat,Liberal,"The attributes that matter to me in a long-term partner are their ability to accomplish their own goals such as education or a career. I don't care much about what the career is, but I want to know they can commit to it. I also care that our values align politically and socially.",0,United States,"$50,000","$25,000",White,White,Independent,Independent,out-going,shy,6/10,6/10,Graduate Degree,Graduate Degree,high,low,non-religious,somewhat religious,"$50,000","$25,000",Asian,Black,Republican,Democrat,shy,out-going,8/10,6/10,Some College,Vocational Training,high,low,very religious,very religious,"$50,000","$75,000",White,White,Democrat,Democrat,shy,out-going,6/10,8/10,Bachelor's College Degree,Vocational Training,high,high,very religious,somewhat religious,"$50,000","$50,000",Hispanic,Asian,Independent,Independent,shy,shy,6/10,10/10,Bachelor's College Degree,Some College,high,low,non-religious,non-religious,"$25,000","$75,000",Black,Black,Democrat,Independent,shy,shy,8/10,8/10,Graduate Degree,Graduate Degree,high,medium,very religious,non-religious,"$100,000","$25,000",Black,Black,Democrat,Independent,shy,shy,6/10,10/10,Some College,Some College,high,low,non-religious,very religious,"$50,000","$25,000",Asian,White,Independent,Democrat,shy,out-going,4/10,8/10,Vocational Training,Some College,low,high,somewhat religious,very religious,"$25,000","$25,000",Asian,Hispanic,Independent,Independent,out-going,out-going,4/10,8/10,Graduate Degree,Vocational Training,medium,high,very religious,very religious,59214
2022-01-04 15:24:14,2022-01-04 15:25:25,IP Address,147.124.213.8,100,71,True,2022-01-04 15:25:26,R_54SwsJWnlWZ3Erf,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,1,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 15:18:25,2022-01-04 15:25:30,IP Address,73.159.57.202,100,424,True,2022-01-04 15:25:30,R_24vXhBJgkESSAJC,,,,,41.4568023681640625,-72.82450103759765625,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 2,Person 2,Person 1,Person 1,Person 2,Person 1,Person 1,Person 1,9,Somewhat Interested,tardigrade,Male,44,White,Married,Somewhat Religious,Bachelor’s degree,,"$40,000-$49,999",Positive,Somewhat Positive,Somewhat Negative,Lean Democrat,Liberal,,0,United States,"$25,000","$25,000",Hispanic,White,Independent,Republican,out-going,out-going,6/10,8/10,Vocational Training,Graduate Degree,high,medium,very religious,non-religious,"$50,000","$100,000",Hispanic,White,Democrat,Democrat,shy,out-going,10/10,8/10,Bachelor's College Degree,Vocational Training,medium,high,somewhat religious,non-religious,"$75,000","$50,000",Asian,White,Independent,Independent,shy,out-going,6/10,4/10,Some College,Bachelor's College Degree,low,low,somewhat religious,very religious,"$75,000","$25,000",Black,Asian,Democrat,Republican,shy,out-going,10/10,6/10,Graduate Degree,Some College,low,medium,very religious,very religious,"$100,000","$75,000",Black,White,Republican,Republican,out-going,out-going,6/10,8/10,Vocational Training,Graduate Degree,high,low,very religious,somewhat religious,"$100,000","$100,000",Hispanic,Black,Independent,Republican,shy,out-going,6/10,6/10,Bachelor's College Degree,Vocational Training,low,low,non-religious,somewhat religious,"$50,000","$50,000",White,Black,Independent,Democrat,shy,shy,8/10,8/10,Graduate Degree,Graduate Degree,low,high,very religious,non-religious,"$75,000","$50,000",Asian,Black,Democrat,Republican,shy,shy,10/10,10/10,Graduate Degree,Graduate Degree,low,medium,somewhat religious,non-religious,30946
2022-01-04 15:24:25,2022-01-04 15:29:03,IP Address,71.76.98.28,100,277,True,2022-01-04 15:29:04,R_1gLspoWxAsOOww0,,,,,35.136199951171875,-80.767303466796875,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 2,Person 1,Person 2,Person 2,Person 1,9,Somewhat Interested,tardigrade,Female,37,Asian,Married,Very Religious,Master’s degree,,"$80,000-$99,999",Somewhat Positive,Very Positive,Somewhat Positive,Strong Democrat,Somewhat Conservative,"The partner should be out going and not more into religious. The guy should be friendly and live the life in cool way. My partner has all the attributes so I am living my life happily. The long term romantic partner should have friend and more social skills which is important to ",0,United States,"$100,000","$75,000",White,Black,Independent,Democrat,shy,shy,4/10,4/10,Some College,Some College,high,low,somewhat religious,non-religious,"$75,000","$100,000",Hispanic,White,Democrat,Republican,out-going,shy,4/10,8/10,Some College,Bachelor's College Degree,high,low,non-religious,somewhat religious,"$25,000","$100,000",Asian,White,Republican,Independent,shy,out-going,10/10,10/10,Some College,Bachelor's College Degree,high,medium,non-religious,very religious,"$50,000","$25,000",Asian,Asian,Republican,Democrat,shy,shy,4/10,10/10,Bachelor's College Degree,Graduate Degree,medium,medium,somewhat religious,somewhat religious,"$25,000","$50,000",Black,Hispanic,Independent,Independent,out-going,out-going,4/10,6/10,Bachelor's College Degree,Graduate Degree,high,medium,non-religious,non-religious,"$75,000","$100,000",Black,Black,Independent,Republican,out-going,shy,8/10,10/10,Some College,Vocational Training,high,high,very religious,somewhat religious,"$25,000","$75,000",Asian,White,Republican,Republican,shy,shy,8/10,6/10,Bachelor's College Degree,Graduate Degree,medium,medium,non-religious,non-religious,"$75,000","$75,000",Hispanic,Black,Independent,Democrat,shy,out-going,10/10,8/10,Graduate Degree,Graduate Degree,high,medium,non-religious,somewhat religious,19084
2022-01-04 15:27:07,2022-01-04 15:31:56,IP Address,208.195.17.199,100,288,True,2022-01-04 15:31:56,R_pyNjw7lJshEZjxL,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,9,Somewhat Interested,hamster,Female,42,White,Married,Very Religious,Bachelor’s degree,,"$30,000-$39,999",Somewhat Negative,Neutral,Somewhat Positive,Lean Democrat,Moderate,NIL,0,United States,"$50,000","$50,000",Black,White,Democrat,Republican,shy,out-going,8/10,10/10,Some College,Graduate Degree,high,low,non-religious,non-religious,"$50,000","$25,000",Asian,White,Republican,Republican,shy,out-going,10/10,4/10,Graduate Degree,Vocational Training,high,low,non-religious,somewhat religious,"$25,000","$25,000",Asian,White,Independent,Republican,shy,shy,6/10,10/10,Graduate Degree,Vocational Training,high,high,non-religious,somewhat religious,"$75,000","$75,000",Hispanic,Asian,Republican,Republican,out-going,out-going,6/10,4/10,Some College,Bachelor's College Degree,medium,high,non-religious,somewhat religious,"$50,000","$75,000",Black,White,Republican,Independent,shy,shy,8/10,4/10,Graduate Degree,Vocational Training,high,medium,somewhat religious,non-religious,"$100,000","$25,000",Black,Black,Independent,Independent,out-going,out-going,6/10,6/10,Vocational Training,Graduate Degree,low,medium,somewhat religious,very religious,"$100,000","$50,000",White,White,Independent,Democrat,shy,shy,8/10,8/10,Bachelor's College Degree,Bachelor's College Degree,high,high,somewhat religious,very religious,"$100,000","$75,000",White,Asian,Democrat,Republican,shy,shy,4/10,10/10,Graduate Degree,Some College,high,high,non-religious,somewhat religious,52385
2022-01-04 15:15:33,2022-01-04 15:32:56,IP Address,73.155.77.237,100,1042,True,2022-01-04 15:32:56,R_DknnJyJJ04Bf4TT,,,,,29.6855926513671875,-95.11859893798828125,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 1,Person 1,9,Very Interested,tardigrade,Female,33,White,Been single for more than 2 years,Very Religious,High school diploma or equivalent,,"$30,000-$39,999",Somewhat Positive,Very Positive,Somewhat Negative,Strong Democrat,Liberal,"I have to have someone who is religious like I am and also someone that is very funny. I need someone cute that I can relate to and someone that is laid back and easy going. I don't care about money I only care about the person and their heart. ",0,United States,"$50,000","$75,000",Hispanic,Black,Independent,Independent,out-going,shy,6/10,8/10,Some College,Graduate Degree,high,medium,very religious,somewhat religious,"$100,000","$75,000",Black,Hispanic,Democrat,Republican,shy,out-going,6/10,4/10,Bachelor's College Degree,Vocational Training,high,medium,very religious,non-religious,"$100,000","$25,000",Black,Asian,Independent,Republican,shy,out-going,6/10,10/10,Vocational Training,Bachelor's College Degree,high,medium,very religious,non-religious,"$75,000","$25,000",Black,Black,Democrat,Democrat,out-going,out-going,6/10,6/10,Some College,Graduate Degree,low,low,somewhat religious,non-religious,"$50,000","$50,000",Asian,White,Republican,Democrat,out-going,out-going,4/10,6/10,Bachelor's College Degree,Vocational Training,low,medium,very religious,non-religious,"$25,000","$100,000",White,Hispanic,Democrat,Independent,shy,shy,8/10,6/10,Bachelor's College Degree,Some College,high,high,somewhat religious,very religious,"$50,000","$100,000",Asian,Asian,Democrat,Independent,shy,out-going,6/10,8/10,Graduate Degree,Vocational Training,low,medium,very religious,non-religious,"$100,000","$25,000",Hispanic,Hispanic,Democrat,Republican,out-going,out-going,4/10,10/10,Vocational Training,Bachelor's College Degree,high,low,non-religious,non-religious,14797
